class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,convex,scaly,white,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,flat,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,smooth,white,bruises,almond,free,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,smooth,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,flat,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,solitary,grasses
e,convex,scaly,yellow,bruises,almond,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,solitary,paths
e,convex,smooth,yellow,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,fibrous,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,spore-print-color,solitary,woods
e,flat,scaly,yellow,bruises,anise,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,solitary,grasses
e,convex,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,bell,smooth,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,convex,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,convex,scaly,brown,bruises,anise,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,bell,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,smooth,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,convex,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,convex,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,flat,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,solitary,paths
e,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,brown,no,none,free,crowded,broad,gray,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,smooth,yellow,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,flat,fibrous,white,no,none,free,crowded,broad,gray,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,gray,no,none,free,crowded,broad,gray,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,flat,scaly,brown,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,urban
p,convex,smooth,brown,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,grasses
e,bell,smooth,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,fibrous,gray,no,none,free,crowded,broad,gray,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,white,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,smooth,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,smooth,white,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,spore-print-color,solitary,woods
e,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,brown,no,none,free,crowded,broad,gray,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,brown,no,none,free,crowded,broad,gray,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,smooth,yellow,bruises,anise,free,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,flat,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
p,convex,scaly,brown,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,urban
e,convex,fibrous,gray,no,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,solitary,urban
e,bell,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,convex,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,grasses
e,convex,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,brown,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,solitary,urban
e,flat,smooth,white,no,none,free,crowded,broad,gray,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,scaly,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,convex,fibrous,brown,no,none,free,crowded,broad,gray,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,scaly,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,spore-print-color,solitary,woods
e,bell,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,convex,smooth,white,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,gray,no,none,free,crowded,broad,gray,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,spore-print-color,several,woods
e,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,bell,scaly,white,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
p,flat,scaly,brown,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,urban
p,convex,scaly,white,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,urban
e,bell,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,flat,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,bell,smooth,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
p,convex,smooth,white,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,urban
e,convex,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,spore-print-color,several,woods
e,flat,fibrous,white,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,scaly,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,flat,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,spore-print-color,several,woods
e,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,spore-print-color,solitary,woods
e,flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,flat,smooth,brown,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,spore-print-color,solitary,woods
e,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,spore-print-color,several,woods
e,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,spore-print-color,solitary,woods
e,convex,smooth,gray,no,none,free,crowded,broad,gray,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,bell,scaly,white,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,spore-print-color,solitary,woods
e,convex,scaly,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,flat,fibrous,gray,no,none,free,crowded,broad,gray,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,flat,fibrous,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,spore-print-color,solitary,woods
e,convex,smooth,yellow,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,urban
e,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,convex,smooth,gray,no,none,free,crowded,broad,gray,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,brown,no,none,free,crowded,broad,gray,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,brown,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,urban
e,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,flat,smooth,white,bruises,almond,free,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,bell,smooth,white,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
p,flat,scaly,white,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,urban
e,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,spore-print-color,solitary,woods
e,flat,scaly,brown,bruises,anise,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,solitary,grasses
e,flat,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,convex,smooth,white,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,grasses
e,convex,scaly,brown,bruises,anise,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,solitary,grasses
e,convex,smooth,gray,no,none,free,crowded,broad,gray,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,flat,fibrous,white,no,none,free,crowded,broad,gray,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,scaly,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,scaly,yellow,bruises,almond,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,scattered,paths
e,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,yellow,bruises,almond,free,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,flat,scaly,brown,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,spore-print-color,solitary,woods
p,flat,smooth,brown,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,spore-print-color,several,woods
e,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,bell,smooth,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,bell,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,scaly,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
p,flat,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,urban
p,flat,scaly,white,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,brown,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,urban
e,flat,smooth,yellow,bruises,anise,free,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,scaly,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,meadows
e,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,fibrous,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,solitary,woods
p,convex,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,grasses
e,convex,fibrous,gray,no,none,free,crowded,broad,gray,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,brown,no,none,free,crowded,broad,gray,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,smooth,white,no,none,free,crowded,broad,gray,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,fibrous,white,no,none,free,crowded,broad,gray,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,meadows
e,flat,fibrous,yellow,bruises,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,fibrous,gray,no,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,solitary,urban
p,convex,smooth,brown,bruises,pungent,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,urban
e,convex,scaly,yellow,bruises,almond,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,solitary,paths
e,flat,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,scattered,paths
e,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,scaly,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,several,woods
e,convex,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,flat,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,urban
e,convex,fibrous,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,fibrous,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,fibrous,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,solitary,woods
e,convex,fibrous,gray,no,none,free,crowded,broad,gray,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,scaly,yellow,bruises,anise,free,close,broad,gray,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,spore-print-color,scattered,paths
e,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,bell,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
e,convex,fibrous,white,bruises,anise,free,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,scaly,yellow,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,numerous,grasses
e,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,spore-print-color,abundant,grasses
e,convex,smooth,yellow,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
e,convex,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,spore-print-color,scattered,grasses
p,flat,scaly,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,urban
e,flat,fibrous,yellow,bruises,anise,free,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
